id,lyrics,label,augmentation
T1_TRAIN_0075,"Con tu chulin, culin, chunfly
Abro la boca y mi lengua se cae
Ojalai, ojalai
Ojalai que tú seas mi mai

Me gusta cómo me guaya, tu papaya
Si tu va para ellá, uva, guaya
Que ella va con guayaba, para ellá va
A quitarte el diablo es encima, Sala Malla
Se te ve la raya, la partidura
La que divide la blancura de tu nalgura, dura
Tu ere' pura sangre, sangre pura
Por ti dejo el celibato y me quito 'e cura
¿Me lo jura? Nah, ni para tanto
Bueno, después de que me des el canto
Yo voy a todas contra cualquier santo
Asalto cuatro bancos y me tiro de un barranco

Yo a veces me tranco, pero aunque me quede manco
Le guayo el calanco en su pantaloncito blanco
En el cual, se le brota la pandorga
Abusadora, después que la cría, la ahorca
La tiene a dieta, pero como quiera está gorda
No come maíz, pero le encanta la mazorca
Si se prende en fuego hay que pegarle la manguera
Seguimos la pichaera

¿Qué pajo, shorty? ¿What you gonna do?
Deja mojar el palitroque en salsa Ragú
Para mojarte los deditos en baby food
Hey, no me patees, que esto no es kung-fu
Esa diabla está loca, está que estilla
Campeona, como la Mujer Maravilla
Bebe acetona con Passoa y Agua Maravilla
Como yo soy Fu Manchu, le jalo hasta la colilla
Me tienes sudando frío como en fiebre amarilla
Si Danny la pilla, la monta en la carretilla
El bumper le brilla, me guaya la hebilla
Me chupa to´el voltaje y se me funde la bombilla
Me le trepo el mismo día como 24 vece'
En 20 uñas ni se parece
Le pregunto: ¿Qué te gusta?, Rápido se crece
Me gusta Julio Voltio y Residente Calle 13

Tonga la Songa, mama zanga
Moviendo la pichanga, con sabor a catanga
Con un poquito 'e gracia como La Bamba
Les dejo las caderas changas
A sudar caldo de oso panda, y hasta las gringas bailan
Fuera de ritmo con las piernas zambas
Si eres chumba pues menea la espalda
No hay que tener nalgas para pararme la cabeza calva
Lo que hay que tener es mucha lava volcánica, bellaquera orgánica
Verde botánica, aceitosa, mecánica

Aquí está todo bajo control
Aquí Aquí Todo bajo control
We got it under control
We-We Under control

Todo bajo control
Yo' este es el Voltaje con el Residente
Mira déjame entrar que soy Residente ¡Abre!, 1-3
Avanza y abre que soy Residente Calle 13
¡Afuego! Yo' es Julio Voltio, ya tu sabes, todo bajo control
Residente Calle 13
Afuego, el Voltaje
Allá afuera: White Lion
En Puertorro: El León Blanco
Qué pajo, ma?
La gente que más sabe de juguetes
Nesty, el voltaje, anda Elias",M,original
T1_TRAIN_0076,"El sol ya estaba cayendo
Cuando me diste tu cuerpo
Cuando me diste tus besos, cuando me diste tu amor
Ahora ya no te acuerdas, se te borro de la mente
Que en este pasto tan verde la ropa nos estorbo

Y empece a besarte los labios
Y a hacerte caricias, después un botón y el otro botón
Nos quitamos la ropa en segundos
Y entre mariposas y flores hermosas
Yo te hice el amor
Ahora dices que ya no te acuerdas
Que no me conoces , no sabes quien soy
Pues yo soy tu maestro chiquita aquel que en el campo
Tenia su escuelita y amar te enseño

Y si se te olvida mija, vengase y hacemos la tarea",M,original
T1_TRAIN_0077,"Una mañana, una mañana linda
Como una flor, tu corazón al sol le mostrarás

Linda será
Cuando me digas creo en tu amor
Me digas que no sientes temor
Y cuando salga el sol será",NM,original
T1_TRAIN_0078,"No hay, no hay que volver al pasado
Sentir teñir y no mirar es adecuado

No me queda mas que volver a
Intentar no volver jamas
Recuerdos no volverán ya no
Bien lo dijo un sabio un día
Todo es valido si sale del corazón
Quiero que mi padre este de vuelta en vida
Tan siquiera en Psicofonias, ¿No?
No hay víspera grata ni siquiera soledad
Quiero mis ideas balancear sin importar
Me da igual lo que piensen los demás
De mi paradero mental nadie se puede informar
Quiero estar solo es lo que nadie sabe
Quiero perderme en un mar de agudos, medios y graves
Y yo, volviendo al inicio
Mi música y yo practicando fornicio
Este vacío que duele cuando ya no hay
Recuerdas un amor a lo Bonny Clyde
Sufres amas temes y vuelves
Todos somos uno entiendes
De lo que no tiene salida es uno mismo
Si el laberinto de tu ser no te deja notar
No dudes en canibalismo
Ya que el futuro es una perra que nada deja pasar

Ay Caronte al fin terminaste bien lo dijo tu padre agarra la bola como venga se preocupaba por ti demasiado, ya que tienes el poder de crear o destruir, ser o no ser, estar o no estar ¿Tienes miedo? de que de quedar como el, en coma y con muerte cerebral, sintiendo como los días pasan y verte desde fuera como tus ojos tiñen lagañas permanentes, eso puede pasar a todos nos puede pasar pero siempre hay que pensar que hay personas en peores situaciones",NM,original
T1_TRAIN_0079,"En las cantinas deje mi primavera
Le heche a los vicios y a la perversidad por una ingrata
Trato de abandonarme hayyyyyy
Solo me queda la pena y el dolor

MUSICA

Yo no querido
Deciarte ningun mal
Y ni tampoco
El hacerte padecer
He comprendido
Que si vivo en el mundo AYYYY
Pues he nacido
Tambien de una mujer",NM,original
T1_TRAIN_0080,"Ella era una mujer
Que a muchos hombres había engañado
Pero un día vino un hombre
Que con un beso la traicionó
Y ese hombre nunca había querído
Y por ese fué que Juana Peña lloró

Y dicen que los años
Como la nieve fueron pasando;
Ella seguía llorando
Por ese amor que nunca llegó
Ay! Juana Peña ahora me lloras
Ahora me llora y no te quiero yo

Era bonita pero traidora, tu ve
Juana peña ahora me llora
Eh... no tiene corazón y le falta solución
Eh... juana peña
Ahora ahora me llora
Ya no te quiero fuera fuera borrachona
Era traidora era traidora",NM,original
T1_TRAIN_0081,"Que baile la morena

Coro: 2 veces
Esa nena va a bailar coro
Por aqu? por all? coro
A ella le gusta disfrutar coro

Coro: 2 veces
Ella mueve su cintura coro
Con cache y con sabrosura coro
Bien sensual y con frescura coro
Y se mueve, y se mueve esa mujer coro
Vamos al mambo

Llego el mambo",M,original
T1_TRAIN_0082,"Junto a ti cada momento, yo quisiera detenerlo
Y escribir sobre tu cuerpo, con cada beso, cuanto te quiero
Despertar cada manana, y encontrarme tu mirada, eso es para mi
Todo lo que me hace falta
No dejes de quererme, no me imagino perderte
Sin ti mi vida no es vida, mortal seria la herida
Desde que nos conocimos, todo lo hemos compartido
Los momentos mas felices, y los mas tristes hemos vivido
Solamente con mirarnos, ya sabemos que pensamos
Yo volvi a nacer, cuando te senti en mis brazos
Que buena suerte conocerte, que gran regalo es tenerte
No se que habre hecho yo, para tener tu amor y merecerte",NM,original
T1_TRAIN_0083,"scensor
¡Brr!

Real hasta la muerte

Kobe en el cuarto quarter tirando el balón
Soy la mejor versión de mí cuando estoy bajo presión
¿Será porque yo crecí en el calentón
Donde la palabra amigo es sinónimo de traición?
A lo' 15 año', el banco no' iba a quitar la casa
Mi mai' llorando dice: Todo va a estar bien y me abraza
Papi perdió el trabajo en Sony, eso es lo que pasa
Ya se acabó el dinero y él no duerme ni descansa
Desde ese día, yo me dediqué a la delincuencia
Abandoné los deporte' y no temí a las consecuencia'
Mataron a mi amigo y lo vengamo' con violencia
Y caminé con el diablo el resto de mi adolescencia
Bregué con droga por dinero y porque quería
Y me encantaba estar arma'o y correr de la policía
Un cristiano me dijo que un día me matarían
Me trataron de secuestrar y casi me moría

Dio' obra en sendero' misterioso'
Un día me trataron de secuestrar, pero salí con vida
A los par de día' me cogieron preso
Y me habían dicho que se había muerto mi carrera
Pero mírame ahora

Grabé con Ñengo y poco a poco gente me la daba
Solté uno' par de trap y después grabé en Esclava
Grabé 69 con Ozuna, y Soldado y Profeta
Y mi pistola no era una mujer, pero tenía teta'
Hacía partie' por mil peso' y hasta de grati'
Me voy a cagar en la madre 'el di—, los Illuminati
Dio' mío, nunca he superado la muerte de Presi
Y la vida es un sube y baja, miren a Tekashi
El 3 de abril me encarcelaron con dos pana' mío'
Nos siguieron y no' hicieron un operativo
Los federale' cogieron el caso, salí jodío'
Y el fiscal tenía do' apodo' al lado del nombre mío
Ese día que me cogieron, yo estaba pensando
Que el pana mío quería matarme y me estaba cazando
Más los problema' viejos que yo seguía arrastrando
Entendí que la calle no quería verme triunfando

Real hasta la muerte, ¿óyete, cabrón? Brr
Bajo estrictas medidas de seguridad permanece detenido el reggaetonero Anuel AA
Este joven de 23, eh... años, eh... quien pues, se dedica a cantar reggaetón con una lírica y una letra, eh... ofensiva y llena de palabras, eh... obscenas. A ello' se le' ocupó armas de fuego, pistola calibre .40

Soldado y profeta
Más pistola' y más herramienta'
La ola de asesinato' aumenta
Me ven y les da fiebre
Die' kilo' en tu casco para que te quiebren
Y en tre' día' tú está' muerto en una guagua fúnebre En una guagua fúnebre
Debajo 'el agua los muerto' no flotan
Y se creen que paran bala' siempre que se ennotan Uy
Bájale chamaco, te van a encontrar bellaco
Cuando tu mujer te entregue y te apliquemo' el Draco Brr
Demoníaco y te ponemo' la máscara de sapo
Y te guindamo' de un puente, flow Guzmán El Chapo El Chapo
Me matan o los mato
Ven las bala' y bailan vallenato Vallenato
'Toy en la cima y no me voy a caer No me voy a caer
En Forbe' y Rolling Stones todos el mundo está hablando de Anuel Anuel
Así es, mi vida es un trauma
Si no te gusta el calentón, cabrón, no te meta' para el sauna ¿Ah?
Tú siempre vas a ser mi sombra
Yo llego en el jet, abren la puerta y me tiran la alfombra Uy
'Tamo buceando para que no se escondan
Y disparamo' para el cráneo para que no respondan Brr
Más peine' que un barbero
Yo y mi .47 somo' como Yankee con Playero Con Playero
Y en cada estado yo tengo un armero
Y cuando fumo, de Versace son los cenicero' Brr
Y las mirilla' de lo' R toda son Trijicon
Yo subo, pero nunca bajo, no hay ley de atracción ¿Ah?
Subo para el piso 36 en el Aventador Uy
Tan millonario que hasta el carro tiene un ascensor",M,original
T1_TRAIN_0084,"Aquella rosa muerta en la calle espera
Mensaje tras mensaje preparándose a volar
Porque habías sido tú mi compañera
Porque ya no eres nada y ahora todo está de más

Si no te supe amar, no fue por ti
No creo en el amor y no es por mí
Si no te supe ver y te perdí, si cada día que me das te hace sufrir
No, oh

Volver a verte otra vez
Con los ojitos empapados en ayer
Con la dulzura de un amor que nadie ve
Con la promesa de aquel último café
Con un montón de sueños rotos

Dejé el orgullo atrás por un instante
Me preparé a estar solo una vez más",NM,original
T1_TRAIN_0085,"Get tickets as low as $130
Tal vez te olvides de mi
Pero esta vez aprendi
Que no se debe mentir
De una promesa vivi
Hoy ya no puedo seguir
Creyendo en ti
Cada momento voy tropenzando
En desamor
Es que no queda nada entre tu y yo
Si estoy llorando
Y no es que te extrañe el corazon
Es que a tu lado aprendi el dolor
CORO
No podras
Olvidar que te ame
Como yo nunca imagine
Estare en tu piel
Cada momento en donde estes
Siempre habra un lugar
Cada recuerdo que sera
Un eterno suspirar",NM,original
T1_TRAIN_0086,"India/M. Bonilla
Si estuvieras aquí....
Si supieras
Que cuando no estás a mi lado
Cada momento cada hora
Pienso en tí
Cierro mis ojos y estás presente en mí
Lo que daría hoy en día si fueras mío
¡Ay! Yo no sé que voy a hacer con lo que siento
Ya es muy tarde lo comprendo
Ahora sé que hay sentimiento por tí...
Dame una razón para yo dejarte y no amarte
Dame una razón por que ya no puedo olvidarte
Pero dame una razón para que
Mañana no rechases mi amor....
Si el cielo y el mar pudiera unirnos
Serías dueño de mí, y mi cariño
Fuera un regalo de Diós para los dos
No quisiera que entre nosotros terminara
Una amistad que se ha tornado en una relación
Si de repente estás con otra
No lo digas por favor
Que prefiero no saber de tu querer
¡Ay No!
Dame una razón para que mañana
Si supieras que yo a tí te quiero
Me entragarías a mí tu corazón
Todo tu amor y pasión sin condición",NM,original
T1_TRAIN_0087,"Letra de La traición ft. Bombony Montana
Si me quieres, déjame... Si me quieres
Si me quieres, déjame caer
Deja que me lleve la marea
Nena, tú tienes que comprender
Que yo nunca voy a ser lo que tú quieres que sea
Me estoy arrancando el corazón
Si me, si me, si me

El primer verso nace solo, desnudo y sin cortejo
Sale de mi pecho igual que el fruto de la rama
Luego, el segundo verso solamente es un consejo
Ama a quien te cuida, hermano, y cuida a quien te ama
Yo en las manos tengo un verso de Cafrune
Que dice que prefiere ser mendigo antes de ser un vendido
Estoy vestido de domingo pero triste como un lunes
Pensando en suicidarme en el barranco de su ombligo
Yo he amado algunas veces, mas
Sé que el amor no es lo que pides sino lo que das
Ya lo comprenderás y cogerás pronto el compás
Y serás libre, porque sólo cuando amas eres libre eres libre
Tengo una musa que a veces duerme conmigo
Y en sus sueños me susurra amaneceres al oído
Ella guarda entre sus piernas la metáfora del mundo
Y yo en mi alma colecciono ruiseñores moribundos

Sin más te vas, me das un corazón
Sin más te vas, me quedo en la estación
Y tu nombre en mi boca parece que es una canción
Y miente la madrugada
Una canción inacabada
Si me, si me, si me

Yo soy libre en mi libreta, rico sin dinero
Esclavo de mis letras, capitán de mi velero
Vagabundo en la cuneta, alegre bandolero
Yo quería ser poeta y acabé siendo rapero
Y no he buscado en la basura pero conozco la soga
Y ahora estoy vendiendo versos como el que vende una droga
A una juventud que se desangra y que se ahoga
Mientras busca su lugar entre la soledad y las modas
Yo lo único que quiero es que sus ojos me sobornen
Poner algo de caos en este orden
Cansado de luchar, voy a rendirme ante su boca
Porque solamente así soy invencible en mi derrota
El primer verso nació solo, desnudo y sin cortejo
Salió de mi pecho igual que el fruto de la rama
Luego, el último verso lleva todo a su comienzo
Humilde y elegante, muere solo y en silencio

Yo sólo fumo y dejo que el humo me mate
Yo sólo escribo y dejo que el verso me mate
Yo sólo vivo y dejo que el tiempo me mate
Y que la piel me delate y que tu amor me rescate",NM,original
T1_TRAIN_0088,"do not want marriage

Yeah
So now he is your heaven Oh, yeah
You are lying to yourself and him to make me jealous Oh, no
You put on such an act when you are sleepin' together
All this 'cause I said I do not want marriage Marriage
I do not want marriage Hey

I would rather go half on a baby
'Cause at least I know that it is not temporary Temporary
And at least we will share something that is real Oh, yeah
I can tell that you are just tryna feel Oh, no

Puede que no te haga falta nada, aparentemente nada
Hawái de vacacione', mis fеlicitacione'
Muy lindo en Instagram lo que postеas Oh, yeah
Para que yo vea cómo te va, para que yo vea Hah
Hawái de vacaciones Ah, mis felicitaciones Ah
Para que yo vea cómo te va de bien, pero te haces mal
Porque el amor no se compra con nada

Miéntele a todos tus seguidore'
Dile que los tiempo' de ahora son mejore'
No creo que cuando te llame me ignores
Si después de mí ya no habrán más amores
Tú y yo fuimo' uno
Lo hacíamo' en ayuna' antes del desayuno
Fumábamo' la hookah y te pasaba el humo
Y ahora en esta guerra no gana ninguno
Si me preguntas, nadie tiene culpa
A vece' los problemas a uno se le juntan
Déjame hablar, porfa, no me interrumpas
Si te hice algo malo, entonces discúlpame
La gente te lo va a creer, actúas bien ese papel Yeah
Baby, pero no eres feliz con él",NM,original
T1_TRAIN_0089,"Vino a sacarse una maldición -ción
A la misma hora nuestro espacio no
Grita de dolor cuando le saco, oh
Las ideas que se le grabaron
No tenés a dónde ir y siempre me llamás a mí
Cuando necesitás refill porque con él no la sentís
Sé que mirás lo que te di y que te cuesta siempre resistir
Cuando tenés que decidir a dónde vas a ir

A la noche ella tiene otro encanto
Me lo saca de la boca para fumarlo
No le gusta que la deje esperando
Ella sabe que prefiero ir muy rápido
No, no-no

Ella dice que no quiere que le toque el cuero
Toma un vino y me pide que le muerda el cuello
Bajan línea los dioses que miran desde el cielo
Ellos saben que lo nuestro no es solo un secreto
Veo en sus ojos, es un diablo sin disfraz
Me mira desde abajo y me deja hipnotizá'
Muero por hundir mi cara en esas thick thighs
Su sabor es lo que pide mi...

No tenés a dónde ir Uh
Y siempre me llamás a mí Uh
No, no, no, no",NM,original
T1_TRAIN_0090,"Yo naci para ser traficante yo naci para un ekipo mandar
Yo naci me pusieron un nombre macho prieto es clabe pa variar
Ya sabran al cartel que defiendo la camiste bn puesta trai

El se aventado varias hazañas como el es dificl de ayar
Es de un temperamento muy fuerte enojado ni te lo kieras topar
Desaparece con la mirada eso ya lo sabe culiacan

Suele ser desconfiado el hombre y en esto esta ya por demas
Su pechera nose la despega su pistola y su rifle al igual
Y un cartel poderoso y astuto que a todo mexico ase temblar
Señor zambada estoy firme esperando orden pa atakar

Varios dias ya son de parranda varios dias alegre a de estar
Recordando historias ya vividas y mas que faltan por remarkar
En sonora y todo sinaloa las pruebas bien puestas estan

Los an visto cruzar los desiertos tambien se la navega en ciudad
Operando de noche y de dia tecnologia de alta calidad
Lo mas nuevo que ahi en armeria tambien train ekipo militar

Saludos valle de mexical al 6 y su plebada al igual
Mi compadre no me deja abajo saludos tambien a culiacan
No se olviden que ahi un macho prieto ai anda pal que kiera calar
Aki estare cuidando la plaza ya sabran si le quieren entrar",NM,original
T1_TRAIN_0091,"Dame una caricia, dame el corazón
Dame un beso intenso, en la habitación
Dame una mirada, dame una obsesión

De llevarte a la cima del cielo
Donde existe un silencio total
Donde el viento te roza la cara
Y yo rozo tu cuerpo al final",NM,original
T1_TRAIN_0092,"Una vez soñé lo que el futuro me deparaba
Había un patio andaluz, mi niño toca la guitarra
El otro se echaba un cante, mi mujer y mi niña bailaban
Al compás de bulerías mientras le toco las palmas

Los sueños, sueños son y el destino decidirá
Lo que el futuro me espera, si mis sueños se cumplirán
Y a Dios le estoy pidiendo que se haga realidad
Pues me paso el día durmiendo para encontrar la felicidad

Poder besarla cada mañana
Mirar para el lado y verla tumbada en mi cama
Será mi noche, será mi día, mi estrella blanca

Una casita en el barrio de Santa Cruz
Un ventanal y un pequeño patio andaluz
Enredaderas que suben por la escalera
Por una reja se ve el sol y entra la luz

Y cuando llega la noche a mi ventana
Cojo jazmín y huele la flor de mi dama
En mi vieja mecedora que he dormido
Al despertar del sueño todo se había ido

Ya encontré la que será mi futura esposa
La madre de mis tres hijos, Sevillana, guapa y hermosa
Al bailar parece que vuela, sus pies son de oro puro
Cásate conmigo flamenca, que amor eterno yo a ti te juro",NM,original
T1_TRAIN_0093,"Yeh, yeh, yeh, oh-oh
Hey, hey, oh

Papá Dios me dijo que en la calle hay mucha maldad
Que mucho' me van a subir, otros me van a bajar
Que los que me rodean se van a virar
Hasta matarme van a intentar
Siempre me persigno cuando salgo por ahí
Porque me di cuenta que es verdad que 'tán para mí
Siempre le pido al Señor cuando salgo por ahí
Que me proteja porque 'tán para mí
Ahora soy un difunto, un muerto que canta
Soy un fantasma que cuando cae solo se levanta
Mucho' quieren matarme, mandar mi cuerpo para el hueco
Nadie me dio comida cuando en mi barriga tenía ese eco
Dando vergüenza en la calle, con lo' labios seco'
Yo cogí mucha lucha, todos lo que tengo me lo merezco

Secreto Je, yo me lo merezco, oah
DJ Sammy
¡Palace Music!

'Tán esperando que me quite el chaleco para darme plomo
Me tienen envidia todos eso' palomo'

1987 nació Secreto El Biberón
Un chamaquito criao' en un barrio que salió de un callejón
2010, 2012, el chamaquito ya es famoso Yiah
Pero tiene que andar con cuidado porque en la calle hay pila 'e envidioso'
Me metí a terror, o sea, yo me metí a la mala
Mucho' no aguantan mi fama y tengo que andar con chaleco antibala'
¿Que no me dieron el premio? Mentira, que me den banda ¡Banda!
Gracia' por la nominación Yiah porque el pueblo fue mi casandra ¡Ah!
Secreto, tú 'tá vira'o Sí, eso dicen lo' novato' Sí
Hablando M sin sabe', ¿por qué no revisan el contrato?
Un contrato por un año, coño Yiah, y ya yo cumplí Sí
Ya sé por qué Estados Unido' no se lleva bien con lo' Iraquí'
Suéltame a mí, habla de mí, que Secreto no se rinde No
Me quieren lo' niño', lo' viejo', es que soy demasiado humilde Yiah
Pichone', no pierdan tiempo No, no
Este pajarito voló para otro nido
Y mucho' 'tán quilla'o
Porque yo metí mano en Estados Unido' Prr-poh, poh
Fui el mejor En Estados Unido'
Me busqué má' ¿Y entonce'?
Dame banda, palomo ¿Tú 'tá loco es?

Sí, sí, ¿me oye'? Je
Mm, llegó el tiguere debajo de una camisa
Secreto El Famoso Biberón
DJ Sammy
¡Palace Music!
¡Yiah!
Con papá no
¡Con mi barrio no!
Demasiado humilde por eso soy
Humildad Records",NM,original
T1_TRAIN_0094,"Dedicado...
A quienes no pudieron llegar a escuchar esta canción

Silencio, se rueda, cámaras, acción, quebrando
Con los focos la penumbra que reina en mi habitación
Aún camino recto, aún dicto perfecto
Aún ensamblo sílabas con trazos de arquitecto
La perra vida cala, más dura que una bala
Peleo hasta el extremo y el extremo me acorrala
Con fuerza que no igualas, intentando darte alas
Haciendo letras largas, elegantes como Impalas
Diciendo lo que siento, trazando un mapa extenso
Dibujo escenas de dolor con un color intenso
De cómo veo el mundo; en fracciones de segundo
Describo mi agonía y qué siento cuando me hundo
Y cómo me alzo luego, cabalgo en mis canciones
Con mi varita mágica exaltando corazones
Posando con orgullo porque yo soy el artífice
Con mi hábito de gala, como un santo pontífice
Voy disolviendo bulos, con mis colegas rulo
La música y mi nena son mis amores más chulos
Sabiendo con certeza que a mi tierra volvería
No basta con querer las cosas sin luchar ni un día
Porque nada viene dado, y cuando viene llega tarde;
Palabras en frecuencias por satélite y por cable
Tan llenas de mentiras para todas las edades
Mis letras censuradas hasta en las teles locales
La rabia me guía, compongo melodías
Difícil encontrar algo sincero en estos días...
Nada sólido, nada físico ni crítico
Llenarte los silencios con mi voz, este es mi código

Perra vida, siempre tensiones, presiones
Semilla entre el asfalto haciendo himnos con canciones
Perra vida, cuando no quedan ambiciones
Todas tus pasiones se han quedado en ilusiones

Perra vida, esta es la perra vida
Perra vida...",NM,original
T1_TRAIN_0095,"Quise olvidarte
Hace algún tiempo
Pero esto no tiene remedio
¿Cómo es posible que estés tan cerca?
Y todavía no te hayas dado cuenta ...

A veces se hace insoportable
Soy frágil, soy tan vulnerable
Que una palabra tuya o una mirada
Me hace sentir que no te importa nada

Así que es triste
Quererte como yo te estoy queriendo
¿De qué sirve esperar
Cuando algo se ha torcido y no se puede enderezar?

Y en mis desvelos:
La fantasía ...
Imaginar como sería
Mi amor secreto, amor prohibido
No existe nada que no quiera hacer contigo",NM,original
T1_TRAIN_0096,"Usted es la culpable
De todas mis angustias y todos mis quebrantos
Usted lleno mi vida
De dulces inquietudes y amargos desencantos

Su amor es como un grito
Que llevo aquí en mi alma y aquí en mi corazón
Y soy, aunque no quiera
Esclavo de sus ojos, juguete de su amor

No juegue con mis penas, ni con mis sentimientos
Que es lo único que tengo
Usted es mi esperanza, mi última esperanza
Comprenda de una vez
Usted me desespera
Me mata, me enloquece
Y hasta la vida diera por vencer el miedo
De besarla a usted",M,original
T1_TRAIN_0097,"veGet tickets as low as $65
Y ahora siéntate, en esta silla
Esta vez escuchame, sin interrumpirme
Hace tanto tiempo que, quiero decirtelo
Vivir contigo, es ya inutil
Todo sin alegría, sin una lágrima
Nada que decirte, ni en el futuro
En tu trampa, tambien he caído
El amante próximo, tiene mi sitio

Pobre diablo, que pena me da
Cuando te haga el amor
Te pedirá mas y mas
Se lo daras, porque lo haces asi
Como disimulas, se te hace cómodo
Y ahora se quien eres, y no sufro mas
Y si nada crees, te lo demostraré
Y esta vez, tu lo recordaras
Y ahora desnúdate, como ya sabes tu
No te equivoques, no me importas tu
Tu me desearas, bella sin alma",M,original
T1_TRAIN_0098,"Alguien me ha dicho que la soledad se esconde tras tus ojos
Y que tu blusa atora sentimientos que respiras
Tenés que comprender que no puse tus miedos donde están guardados
Y que no podré quitártelos si al hacerlo me desgarras

No quiero soñar mil veces las mismas cosas
Ni contemplarlas sabiamente
Quiero que me trates suavemente

Te comportas de acuerdo
Con lo que te dicta cada momento
Y esta inconstancia no es algo heroico
Es más bien algo enfermo

Suavemente, suavemente, suavemente",NM,original
T1_TRAIN_0099,"las reglas que había

Sentado en el banco de aquel viejo bar
Yo tímidamente te invito a bailar
Y tú, sonriendo aceptándome
Bailamos bachata, merengue y boleros
Hablando bajito, chocando los cuerpos
Y así cupido flechándome
Termina la fiesta, cada cual a su casa
Yo me voy con tu cara pegada en el alma
Y sin bien conocerte ya te comienzo a extrañar

Tal parece que yo, me acostumbré a ti en un sólo día
Que te ando extrañando
Como si hace años que te conocía
Tal parece que yo
En un solo baile te entregué mi vida
Tal parece que el sentimiento venció las reglas que había
Venció las reglas que había",NM,original
T1_TRAIN_0100,"Amor de mi vida no te vayas para el colegio
Di que estás enferma y quédate un rato conmigo
Mira para el cielo que se están formando nuevos nubarrones
Y están cayendo las primeras gotas de un fuerte aguacero

Y tú bien sabes que cuando llueve
Nunca hay clase en el colegio

Mira mi amor
Al besar tus labios, tus labios veo cerrar tus ojos
Yo te noto muy triste, muy triste y mañana me voy
Pero aquí en el alma yo me llevo
El recuerdo eterno de tus besos
Donde deposité todo mi amor
Ese amor que heredé de mis abuelos
Y que en mi pecho mas se engrandeció

Ahora esta escampando se han mojado hasta los libros
Tiemblas en mis brazos azotada por el frío
Quiero fundirme en tu cuerpo de niña y brindarte el calor
Eres muy joven llena de secretos, no sabes de amor

Cuando te bese no tengas miedo
Que eso no se aprende en el colegio

Ya ceso la lluvia, aparece el sol
Brillan los arboles, que tarde bella
Mira como se crece el arroyito
Como corren alegres sus aguas
Hacia mucho tiempo no le llovía
Así debe crecerse nuestro amor
Ser un ejemplo de pureza vida mía",M,original
T1_TRAIN_0101,"Letra de Bajo presión

Bajo presión, quiero un millón
Tengo una suerte bendita que me ama, no deja que sufra
Siempre hay solución
Estuve encerrado en mi cráneo, mi drama, mi cuarto
Y mi diablo me armo en depresión
Y ahora lloro sabiendo que no siento nada
Si miras mi cara sólo hay ambición
Estuve 10 años para que me escucharan
Pero siempre dije que el día que no sienta nada
No voy hacer nada, ¡no voy a hacer nada!
Ojos abiertos, pierdo la mirada
Sólo podía hacerme feliz su llamada
Ahora nadie manda, ahora no me dirigen
El cuento acabó y no fueron felices
Lo nuestro es eterno si un día te dije
Y lo eternicé en la música que hice

Ahora estoy en pie loco y eso es lo único que pido al mundo
No quiero verme roto, no por favor, otra vez no me hundo
No puedo pasarme escribiendo siempre todo lo que sufro
En Sobre tu piel yo ya estaba muerto
Juré superarme y hoy sé que lo cumplo

Que todo ese mal que me guardo vive en mi cabeza desde mi pasado
50 canciones y no muere el diablo, aprendí a tenerlo de mi lado
Mis santos marcharon, ahora sólo el daño llena
Toda una vida enganchado a una cadena
No puede escribir sin sentir nada malo

Bendita mi suerte, bendito mi ángel
Aleja de mí la muerte y la cárcel
Yo sé que esa gente no va escucharme
No hago nada por nadie, ya hice bastante
Ahora vivo mi vida y un bandolero
Con las horas contadas, ahorrando ceros
Se que el daño me quiere, también le quiero
Pero no hago nada bueno allí en su agujero
¡Vaya! Si hablo es de quien
Vendí un corazón por fajos de 100
Yo tengo mil planes, ninguno va bien
Uno hacerme rico, el siguiente también
More drama, estamos a quién Badalona
Llefiá mis chicos en cen
Fumando mas hierba que Matusalen
Jugando con fuego hasta que nos hostien
Abrigo de piel para mi chica morena
Que no falte nada el día que ya no pueda
Cenará diamantes hasta que me muera
Si un día me haré grande juro que es por ella
Enamorado del sueño que tengo en la vida
Yo se que si vivo es para ser una estrella
Yo tengo el amor que mas años me cuida
Diez año en esto, vaya, y lo que queda
Y no ''Venom'', el daño nunca me mató
Me dio más motivos para seguir tirando
Ya  estas alturas míranos
Pecado mortal en mi rostro
Chico que fui ya no sabe ser yo
Mis odios han creado a otro monstruo
Y yo llevo una vida callándomelo",NM,original
T1_TRAIN_0102,"Te besaba y tu decias que me querias
Te deseaba y entre mis brazos tu delirabas
Y yo y yo, y yo yo era feliz
No entiendo porque ame
A quien de ortos antes fue
Aquella que gozaba en otros brazos por placer
Yo sufrí tu falacia, yo sufrí tu traición

Porque no entendiste que te amaba de verdad
Porque no comprendiste que mi vida te entregue
Hoy solo te queda en cualquiera refugiar
La triste miseria de tu amor",NM,original
T1_TRAIN_0103,"Que mi novia si sabe
Como se baila la cumbia
Y al sonar los tambores
Si no la invito me invita ella
Y como enamorado yo la voy
Apretando me voy acomodando
Para bailar todo el tiempo asi
Ella que es bailadora
Baile la cumbia seora
Me dice que me adora
Pero apretona se baila cumbia
Se me suelta y se aparta
Se amarra su pollera
Moviendo la cadera
Sufriendo altanera
Me dice baila baila baila
Bailame la suavecita
Mirame triguea y gozame
Que la cumbia sabrosita
Si la bailas sueltecita
Y abriendo los brazos",NM,original
