song_id,song_title,artist_id,artist_name,lyrics,language,label,similaridad_porcentaje,estado
1481304_bt,La Negra Tomasa (Versión Tropical),695,Caifanes,"título: La Negra Tomasa Tropical Version, artista: Caifanes. guapa nunca me deja. Estoy tan enamorada de la oscura Tomasa, que cuando sale de la triste casa que tengo, estoy tan enamorada de la negra Tomasa, que cuando sale de la triste casa que tengo, estoy tan enamorada de mi hermosa negra, que cuando sale de la triste casa que tengo. -Oh! -Oh! -Oh!, esa guapa negra que me tiene loca, que me come poco a poco, esa bonita negra que me tiene loca, que me come poco a poco, que me come poco a poco, estoy tan enamorada de la negra Tomasa, que cuando sale de la triste casa que tengo, estoy tan enamorada de mi hermosa negra, que cuando sale de la triste casa que tengo.",es_LATAM,NM,76.57,aceptable
1482549_bt,Señora,116,Rocío Jurado,"título: Señora, artista: Rocío Jurado. Cuando supe toda la verdad, señora, era demasiado tarde para volver atrás, señora, yo era parte de su vida, y él era mi sombra, cuando supe que existía, señora, y mi mundo era sólo él, señora, ya llevaba dentro de mi ser, su aroma, me dije que yo era libre, como el mismo aire, que yo era libre, como palomas, que yo era libre..., y yo lo creía, ahora es tarde, señora, ahora es tarde, señora, ahora nadie puede llevármelo, me dije que él era libre, como los sin techo, que él era libre, como la hoja seca, que era libre..., ahora es tarde, señora, ahora nadie puede llevármelo.",es_ES,NM,93.07,roto
1484287_bt,Como yo te amo,116,Rocío Jurado,"título: Como te amo, artista: Rocío Jurado. Como te amo, como te amo, te convenzo, te olvido; nadie te amará, como te amo, como te amo, como te amo, como te amo, recuerda, nadie te amará, nadie te amará, nadie te amará, nadie porque..., te amo con la fuerza de los mares, te amo con el ímpetu del viento, te amo en la distancia y en el tiempo, te amo con mi alma y con mi carne, te amo como el niño en su mañana, te amo como el hombre en su memoria, te amo con puro llanto y silencio, te amo de una manera sobrehumana, te amo en alegría y en llanto, te amo en peligro y calma, te amo cuando gritas, cuando te cierras, te amo tanto, yo..., como te amo, como te amo, te amo, como te amo, te olvido, te olvido, nadie te amará, yo, yo, yo, yo, yo, yo, yo!",es_ES,NM,96.45,roto
1484404_bt,Hey Si Me Ven,141,Cartel de Santa,"Título: Hey Si Me Ven, artista: Cartel de Santa. Checo que volvió, loco. Oye, si las mujeres me ven en la calle, dicen: Papi, ven-ven, oye, si veo a los bastardos en el barrio, dicen: Quiubole, wey, hey, si veo a los malandros en la calle, dicen: Sácalo, wey, hey, si veo a las perras en la mesa, dicen: Papi, ven-ven. Ya sabes, sin detalles, de mi estudio y de las calles que no quiero ir mal, oye, que no he fallado, todavía represento mi lado malo cuando voy, conectando donde quiera, he bajado la cahuila, he entrado en la coyotera, lo que espero de un bastardo como yo?, así es como caminar de estrella a mí para no ser dado, no me jodo a mí mismo, bueno, si la ley me mira en la calle, dice: Parate, wey, el checo que infecta a los niños con mala influencia por la infancia, es este rap, es peligroso, es este rap",es_LATAM,M,82.83,aceptable
1485321_bt,Qué no daría yo,116,Rocío Jurado,"título: ¿Qué no daría yo, artista: Rocío Jurado? ¿Qué no daría yo para empezar de nuevo, para caminar por la arena de esa playa blanca, qué no daría para volver a escuchar, y esa chica que llega tarde a casa, y escuchar ese grito de mi madre, gritando mi nombre en la ventana, mientras yo estaba deshujando primavera, en la calle principal y en la plaza, lo que no daría para volver a empezar, contar estrellas desde mi ventana, vestirme como un lejano y caminar por la feria, sentir el beso del amanecer, y volar a los brazos de mi parada, y sentir ese brillo en mi mirada, para luego escapar lentamente, a un tablao para bailar a través de sevillanas, lo que no daría para escapar, a un cine de verano y una tarde, y darme el primer beso de amor, lo que no daría por sentarme, junto a él en ese parque, ver cómo el sol se ponía, lo que no daría por sentarme, y al lado de él, y escuchar el ruido del mar, y escuchar el ruido del mar.",es_ES,NM,83.55,aceptable
1488092_bt,Quiero Pecar en Ti,27,Azúcar Moreno,"título: Quiero pecar en ti, artista: Sugar Moreno. Esa luna plateada, esa cama tan mojada, ese caballo desenfrenado, en el que cabalgamos juntos, esa boca me recompensa, ese banquete de amor, estoy triste hoy, necesito amarte, y no me rindo, pero tú te rindes, quiero pecar en ti, desnuda a tu olor, hasta que muera de amor, pecado en ti, quiero pecar en ti, y entre tu mar de piel, quiero mojarme como un pez nadando en ti, ese botón de tus pantalones azules, nunca supe cómo abrirme, esos pies abrazándome, esa prisión de amor, hoy estoy triste, y necesito amarte, y luego quiero volar, quiero volar, quiero pecar en ti, sin frenos ni control, y dentro de un crisol, quiero pecar en ti, quiero estallar en ti, quiero caer en ti, quiero caer en ti, quiero caer en ti, quiero caer en ti, quiero caer en ti, quiero caer en ti, quiero pecar en ti, quiero pecar en ti, quiero pecar en ti, quiero caer en ti, quiero caerte en ti, quiero pecar, quiero pecar en ti, quiero pecar en ti, quiero pecar en ti, desnudar en ti, desnudar en ti, desnudar en tu, desnudar en tu, desnudar, desnudar, desnudarme en tu, desnudarme en tu, desnudo,",es_ES,M,84.8,aceptable
1489380_bt,Qué Suerte La Mía,22,Estopa,"Título: Qué suerte La Mía, artista: Tospa. Y, ah, y, ah, y, ah, ah, ah, y, ah, y ah, y ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah,",es_ES,NM,33.87,aceptable
1489479_bt,Quisiera decir Ąno!,116,Rocío Jurado,"título: Me gustaría decir que no!, artista: Rocío Jurado. Me gustaría decir que no!, continuamente, y estoy diciendo que sí!, hora tras hora, me gustaría destruirme de repente, me gustaría revivir en cada amanecer, tengo el sabor de sus besos tristes, tengo un rostro dolorido de la espina amarga, y llevo a través del río de mis huesos, que comienza y no termina, te veo cuando cierro las pestañas, te llamo sin llamar con voz de plomo, te amo cuando te odio todavía, te tomo como un grito en las tripas, y no sé cuándo o por qué o cómo, te odio, digo mi vida, mi vida, mi vida.",es_ES,NM,76.6,aceptable
1489849_bt,El Genio del Dub,666,Los Fabulosos Cadillacs,"No puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo, no puedo,",es_LATAM,NM,3.13,aceptable
1492436_bt,Déjame Llorar,289,Ricardo Montaner,"título: Déjame llorar, artista: Ricardo Montaner. Qué vacío hay en esta habitación, tanta pasión colgada en la pared, cuánta dulzura diluida en el tiempo, tantos otoños contigo y sin ti, solo, millones de hojas cayendo en tu cuerpo, otoños de llanto goteando en tu piel..., iluminado y eterno, enojado y tranquilo, sobre una alfombra de hierba que volabas dormido, un silencio imposible silenciando mi vida, con una lágrima tuya y una lágrima mía. Iluminado y eterno, enfurecido y silencioso, sobre una alfombra de hierba que volabas dormido, con una estrella fugaz te confundí la otra noche, y te pedí tres deseos mientras tu luz duraba, déjame llorar, por ti, déjame llorar, cuántas nostalgias durmiendo en el ático, he declarado mi vida en soledad, hago canciones de amor que nunca olvido, porque en las nubes de otoño te he dormido, solo, millones de hojas cayendo en tu cuerpo, otoños de llanto en tu piel, iluminado y eterno, enfurecido y silencioso, en una alfombra imposible de hierba que te he dormido.",es_LATAM,NM,83.36,aceptable
1492493_bt,Nathalie,28,Julio Iglesias,"título: Nathalie, artista: Julio Iglesias. Nathalie, en la distancia, tu memoria, vive en mí, yo era, tu amor del alma, y a tu vida, tanto decir, ¿Qué será de ti?, ¿dónde estás? que ya, en mi puesta de sol, ya no has vuelto, ¿Quién cuidará de ti?, ¿quién te esperará?, ¿Quién te esperará?, Nathalie, Nathalie, ayer mi calma, hoy cansado, de vivir, de vivir, de sin esperanza, de volver, a mi lado, ¿Qué será de ti?, ¿dónde estás?, que ya, el amanecer, no oye tu canto, ¿qué será que tú?, ya no te importa, que sufra así, Nathalie, ¿Quién te cuidará?, vivirá por ti, ¿Quién te esperará?, Nathalie, ¿qué será que tú?, ya no te importa, que yo sufra como esto, Nathalie, Nathalie, Nathalie.",es_ES,NM,94.07,roto
1496214_bt,Sabrá Dios,347,Andrés Cepeda,"Título: Dios sabrá, artista: Andrés Cepeda. Dios sabrá, si me amas o me engañas, como no lo adivino, seguiré pensando que me amas, sólo a mí, no tengo derecho en realidad, para durar de ti, para no vivir feliz, pero siento, que no estás conmigo, aunque estés aquí, conoceré a Dios, uno, uno nunca sabe nada, moriría de dolor, si este amor falla cualquier otra cosa, por mi error, y debo estar loco, para atormentarme, sin razón, pero lucharé, hasta que arranque, esta mentira desagradecida, de mi corazón, y debo estar loco, para atormentarme, sin razón, pero lucharé, hasta que arranque, esta mentira desagradecida, de mi corazón, conoceré a Dios.",es_LATAM,NM,81.74,aceptable
1496529_bt,La Apariencia No Es Sincera,8,Héroes Del Silencio,"Título: La Aparición No Es Sincera, artista: Héroes del Silencio. Agachado, entre tu futuro y mi pared, cuestionando cada una de las frases, ¿sabes? Nunca estuviste en la canción, pero tan duro te entregaste?, y te oigo decir:, dame tantas rosas como espinas Yo aplaudía, no encajaba bien tus chistes, ¿por qué eres tan cruel?, dame tantas rosas como espinas Yo aplaudía, tan fácilmente explotado, ¿qué infierno te posees?, extrayendo poco a poco todo de mis venas, tus agujas pellizca suavemente piel, ¿sabes? Nunca hubo tantas rosas como espinas Yo aplaudía, pero esta vez, no te escuché... y más de una gritaba:, dame tantas rosas como espinas Yo aplaudía, ¿qué demonios te poseís?, ¿qué tantas rosas como espinas Yo aplaudía, con mi mirada cruelmente?",es_ES,NM,66.42,aceptable
1497294_bt,Silencio,21,David Bisbal,"soy yo soy, soy yo soy, soy yo soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy, soy,",es_ES,NM,0.03,aceptable
1497478_bt,Vente Conmigo,27,Azúcar Moreno,"Ven conmigo, ven conmigo, ven conmigo, ven conmigo, ven conmigo, ven conmigo, ven conmigo, ven conmigo a vivir la vida, llenaremos toda nuestra vida de alegría, por la noche escribiremos versos en la luna, y cerraremos poco a poco nuestra herida, ven, cariño, ven conmigo, viajaremos solo por el mundo, mi corazón ha cautivado a un niño, e incluso en mis sueños te beso la boca, vienes cariño, ven conmigo, viajaremos el mundo solos, mi corazón ha cautivado a un niño, e incluso en mis sueños yo seré el corazón que mueve tu boca, como el aire cuando el agua cae de tu piel, beberemos juntos del conde y del café, y si una estrella es lo que quieres te daré, ven cariño, ven conmigo, ven conmigo, mi corazón solo, mi corazón ha cautivado a un niño, mi corazón ha cautivado a un niño, e incluso en mis sueños besos tu boca, ven, ven miel, ven conmigo, ven conmigo, ven conmigo, ven conmigo el corazón, ven conmigo, ven, ven conmigo el corazón, ven, ven conmigo el corazón, ven, ven, ven conmigo el corazón, ven, ven conmigo el corazón, ven, ven, ven conmigo, ven, ven, ven, ven, ven, ven conmigo el corazón, ven, ven, ven, ven, ven,",es_ES,NM,45.41,aceptable
1499629_bt,Te amaré toda la vida,90,Javier Solís,"título: Te amaré toda mi vida, artista: Javier Solis. Te amaré toda mi vida, cada año, cada mes y cada día, cada hora y cada momento, mientras pueda latir mi corazón, te amaré toda mi vida, cada año, cada mes y cada día, cada hora y cada momento, mientras pueda latir mi corazón, tendrás las flores de mi amor, en primavera, en verano, añadiré el calor con mi pasión, en otoño. Cuando caigan las hojas, tu vida tendrá, una nueva ilusión, en invierno, tendrá el fuego, de mi corazón.",es_LATAM,NM,51.97,aceptable
1500373_bt,Mi Rock Perdido,94,Los Rodríguez,Una mujer es una mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer mujer,es_ES,NM,0.01,aceptable
1504765_bt,Sé Lo Que Hicisteis,1,Melendi,"Título: Sé lo que hiciste, artista: Melendi. Detrás de una tormenta siempre se calma, después de que nos amamos nos fumemos una polla una pachas, después de arrancar una costilla, mordí esa manzana, después de poner la bomba en Hiroshima, después de que cierto Bin Laden arrasara Nueva York, después de que los Harlem Globe Trotters estuvieran en mi corazón, dejarían de existir para mí las flores, las que fumas y ves todas en colores, dejarían de existir tus ojos verdes, tus vaqueros rotos, tus cortos vestidos de vida felices, y esa Joana sin Arco, esa Bill sin Puertas, esa foto de ese narco que vistes en beige, y esa cabaña en el lago, sé lo que hiciste el verano pasado, y esa Juana sin Arco, esa Bill sin Gates, esa foto de ese narco que vistes en beige, esa foto de ese beige, esa Bill sin.",es_ES,NM,85.8,aceptable
1506790_bt,Noche de Sexo,708,Wisin & Yandel (Ft. Romeo Santos),"título: Noche de Sexo, artista: Wisin & Yandel Ft. Romeo Santos. Es tu chico, Romeo,",es_LATAM,M,34.57,aceptable
1506942_bt,"Mi Mundo, Tú",66,Camilo Sesto,"mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida, mi vida.",es_LATAM,NM,60.09,aceptable
1507966_bt,La séptima ola,116,Rocío Jurado,"título: La séptima ola, artista: Rocío Jurado. Cuenta una leyenda del norte, que un hombre lloró en la playa, por haber perdido su amor, y un caracol arrastrando las olas, estaba rodando a sus pies, y en sus manos, la tomó, la tomó a su oído, para oír el mar y lo que oyó, fue a su amado, llamándolo, buscándome, entre las olas, diciendo, encontrarme entre las olas... Cuando el sol cae, y la primera ola... Se despertará tus manos, la segunda ola... Se refrescará tu rostro, de tanto calor, la tercera ola... Se barrerá tu cuerpo, sin ninguna modestia, y el cuarto, el quinto y el sexto..., ... Ellos jugarán contigo, salpicando tu ilusión, la séptima ola... Que soy yo..., con mi abrazo te llevo al cielo... Te dejo en el suelo y bailo voy, la séptima ola... ¡Eso soy yo!",es_ES,NM,86.08,aceptable
1509011_bt,La Espuma De Venus,8,Héroes Del Silencio,"título: La espuma de Venus, artista: Héroes del Silencio. Frío hasta el borde del labio, boca de cosecha, pechos de claveles, curvas, mieles, esquinas, voces y cuchillos de saliva, nadé desnudo tu oleaje, ahora que el barco se está hundiendo, y solo tú puedes salvarme, y dudas de mis dudas, de mis ritos, de mis ruinas entre siempre y nunca, nadé desnudo tu oleaje, la espuma de Venus, la fruta más escasa que quería ordeñar, el zahori buscando agua, la ficción es y será, mi única realidad, la ficción es y será, mi única realidad, mi artista de pecado, aprendí de memoria, la geografía de tu centro azucarero, y acero, espuma de Venus, nadé desnudo tu oleaje, perfume inmaterial, protegido y principio, el aullido vertical, como respuesta a tus maravillas, la ficción es y será, mi única realidad, la ficción es y será, mi única realidad, con el disfraz no liberado, yo swat, ficción, ficción es y será, la única realidad.",es_ES,M,95.72,roto
1510180_bt,Capullo Y Sorullo,242,La Sonora Dinamita,"Título: Capullo Y Sorullo, artista: La Sonora Dinamita. ¡Esta es la cumbia de la boda!, Srta. Capullo, ¿usted, como esposo del Sr. Sorullo?, ¡Ay, sí, acepto!, Sr. Sorullo, ¿acepta usted, para esposa de la Srta. Capullo?,",es_LATAM,NM,46.75,aceptable
1511936_bt,Voy Pa– Encima,140,Frankie Ruiz,"título: voy Pa- Encima, artista: Frankie Ruiz. Resulta que sé que me estás divorciando, porque acabo de enterarme, porque ya está regando, se comenta y se comenta, en el barrio y por todo el barrio, que ahora vas a estar solo, sin compromiso alegre y cantando, y siento una alegría, que no lo puedo ocultar - no puedo-, porque estar solo, enamorarme ahora si puedo - si puedo -, ahora puedo decirte, que te quiero y te venero, que siempre te he amado caramba, como nadie lo soy, ahora si mujer, que voy a detenerte, y con la misma vida, 2x, coro: ahora, sí, que voy a parar, para darle el corazón a la mujer de mi vida, se comenta en todo el barrio a la velocidad perdida, que me estoy divorciando de mí, que me estoy yendo a que me voy a ir que me voy a ir, otros dicen que estás frío, me importan las razones, que me van a encantar, que me voy a que ahora, que me voy a que me, que me voy a que me, que me voy a que me voy a que me, que me voy a que me voy, que me voy que me voy a que me voy a que me",es_LATAM,M,76.0,aceptable
1515762_bt,Esta Tristeza Mía,90,Javier Solís,"título: Esta Tristeza Yo mismo, artista: Javier Solís. Esta tristeza mía, este gran dolor, los llevo más profundo, porque me han dejado solo en el mundo, ni llorar es bueno, cuando no hay esperanza, ni el vino mitiga, las amargas penas que me matan, no sé que será mi destino, que mi Dios, ay, pobre de mis ojos, cómo han llorado por su traición, no sé que será mi destino, que mi Dios no me recuerda, ay, pobre de mis ojos, cómo han llorado por su traición.",es_LATAM,NM,83.77,aceptable
1516463_bt,Se nos rompió el amor,116,Rocío Jurado,"título: Rompimos el amor, artista: Rocío Jurado. El amor nos rompió, de tanto uso, de tan loco abrazo, sin medida, de darnos completamente a cada paso, se quedó en nuestras manos un buen día, nos rompió el amor, de tan grande, nunca podría existir, tan hermosas, cosas tan hermosas último poco, nunca duró una flor dos primavera, me alimenté de ti, durante mucho tiempo, nos devoramos vivos, como bestias salvajes, nunca pensamos, en invierno, pero el invierno llega, incluso si no quieres, y una mañana gris, cuando nos abrazamos, sentimos un crujido, frío y seco, cerramos los ojos, y pensamos:, el amor nos rompió, de tanto uso.",es_ES,NM,82.56,aceptable
1516785_bt,La Mirada Del Adiós,94,Los Rodríguez,"título: La Mirada Del Adiós, artista: Los Rodríguez. Cuando me di vuelta ya no estabas allí, sólo estaba buscando la mirada de despedida, siempre escapaste y no había ni siquiera, esa mirada de despedida entre los dos, cuando me di vuelta ya no estabas, sólo estaba buscando la mirada de despedida, siempre estabas huyendo y no había ni siquiera, esa mirada de despedida entre los dos, es una cuestión de amor extraño, de amor a pesar de todo, pido una dosis de amor, que nos rompe en dos a dos, cuando me volví ya no estabas, sólo estaba buscando la mirada de despedida, siempre estabas huyendo y no había ni siquiera, esa mirada de despedida entre los dos, es una cuestión de amor extraño, de amor a pesar de todo, pido una dosis de amor, que nos rompe en dos a dos, cuando me volví ya no estabas, sólo estaba buscando esa mirada de despedida entre los dos, siempre escapaba y no había siquiera, esa mirada de despedida entre los dos, es una cuestión de amor, que nos rompe en dos a pesar de todo, le pedí una dosis de dos a dos, le pedí a dos a dos, a dos a dos, a dos a dos a dos a dos a dos, a dos a dos a dos, a dos a dos a dos.",es_ES,NM,80.09,aceptable
1519197_bt,Desvelado,974,Bobby Pulido,"título: Unveiled, artista: Bobby Pulido. Me revelarán y sin amor. Será fe que encontré una voz de ternura, que me llena de placer cuando la escucho hablar, me enamoré de ella aunque nunca la conocí, sueño en su voluntad y en sus brazos quiero dormir, escucho todos los días a la radio, la escucho de nuevo, a través del cielo busco mi estrella, a la luna quiero subir. Me despierto, por estas calles esperando encontrar, a esa voz de ángel que quiero amar, ¿Dónde caminaré?, voy desvelando, y mi deseo no me deja descansar, porque despierto y no empiezo a llorar, seguiré sin despertar y sin amor.",es_LATAM,NM,81.35,aceptable
1522949_bt,Poquito A Poco,22,Estopa,"Título: Poquito A Poco, artista: Tospa. Hay una puerta entre abierta entre tu boca y la mía, hay una palabra muerta, una mirada vacía, hay un silencio que mata, una escalera que sube, y una duda que baja, y una cabeza en las nubes sola, la reconozco, fuman juntas todos los días, fumo una y es como poner la radio, pero dentro de mi amarga cabeza, siempre tan sola y tan llena de tristeza, saco las canciones que más muele, las musicas que más me motivan, las amarguras que me hacen popolas, y la tristeza me hace feliz vida, voy, dame ese humo, porque me siento sola, dame a fumar porque no quiero estar triste, no, no me atraigo, poco a poco, quiero despojar el aire y la luna está vestida, ya fumo, porque me siento sola, voy a fumar porque no quiero estar triste, no, no quiero, no quiero, quiero fumar",es_ES,NM,72.2,aceptable
1523947_bt,Como Una Vela,1,Melendi,"título: Como una vela, artista: Melendi. No he oído de ti otra vez, y este invierno es frío, y el agua de mi cuerpo, está haciendo hielo, y es que el 90 por ciento de mí me dejó con tu cuerpo, y antes de que mi corazón cambie de color, quiero decir –, mi corazón está agotado como el talón de tu bota, de contar los dedos de una mano que les encanta, que rasgan mi vida si me devuelven tu corazón, pero hoy no sé quién soy, y me consumo como una vela, no quiero salvar a nadie a mi alrededor, que yo llamo a esta mierda, que algunas personas todavía llaman amor, recuerdo bien nuestra última cita, porque no fuimos ni tú ni yo, tenía miedo de que no fueras, y no suenas sin ti, mi corazón corre como quiero que tú, y sólo te encuentro lo siento, y no hablo de tu vida, que siente todavía aquí, mi cuerpo veneno, es por eso esta canción, no hablo de nosotros, no suena como si yo, mi corazón está agotado, no quiero y no me siento, ni",es_ES,NM,83.78,aceptable
1524111_bt,Amor Enfermo,611,Régulo Caro,"título: Love Sick, artista: Régulo Caro. La verdad triste, me desespero, no puedo hablarte con palabras de amor, no soy romántico, sólo estoy hablando de aviones, ametralladoras, perdición. Tuve que enfermarme para expresarme, para cantarte esta canción de amor, pero si me besas, algo que siento, aquí dentro, detona mi corazón. Tus labios tienen pólvora, tu estilo especial, cuando me abrazas defragmento, activa pasando un sentimiento, y al instante una explosión dentro, porque me pones a temblar. Perdóname, de nuevo, la enfermedad, te infectaste con el virus ntrax, y los heterosexuales que también amas, te enfermas y te reenvías, y eso me hace amarte más. Y cuando me echas una mirada, con el poder de convicción, esas miradas son más precisas, que las R-15 que traen los hombres del Macho Prieto, los Elnebros.",es_LATAM,NM,86.25,aceptable
1524970_bt,Mi Vida Sin Tu Amor,162,Cristian Castro,"título: Mi vida sin tu amor, artista: Cristian Castro. o sin tu amor no vivirás, mi vida sin tu amor, será, como un camino que no sabe a dónde va, sólo un recuerdo del pasado, una historia que ha llegado a su fin. Mi vida sin tu amor, será, la de un amante con un corazón roto, mi vida sin tu amor, es barco en alta mar, sin puerto o ilusión, mi vida sin tu amor ya no es más, que el crudo invierno de mi soledad, en el silencio de la inmensidad, un alma que no encuentra su lugar. Mi vida sin tu amor ya no es más, que el abrazo cálido que no volverá, que será la soledad de estar sin ti, yo sin tu amor, yo sin tu amor no vivirás, mi vida sin tu amor, será como un enigma que no tiene solución, mi vida sin tu amor, no volverá, es tu amor, no es tu amor, no es tu amor.",es_LATAM,NM,95.54,roto
